Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type,IMDB_Score,IMDB_Votes
s3238,Brother,Julien Abraham,France,2019,TV-MA,97,"Dramas, Independent Movies, International Movies",Movie,6.7,1054.0
s3249,The Knight Before Christmas,Monika Mitchell,United States,2019,TV-14,93,"Children & Family Movies, Comedies, Romantic Movies",Movie,5.5,17762.0
s3251,"Bikram: Yogi, Guru, Predator",Eva Orner,United States,2019,TV-MA,86,Documentaries,Movie,6.7,7367.0
s3255,Mallesham,Raj R,India,2019,TV-14,131,"Dramas, Independent Movies, International Movies",Movie,8.3,1036.0
s3257,Iliza Shlesinger: Unveiled,Steve Paley,United States,2019,TV-MA,78,Stand-Up Comedy,Movie,6.5,1664.0
s3261,Jeff Dunham: All Over the Map,Robb Dipple,United States,2014,TV-MA,84,Stand-Up Comedy,Movie,7.1,854.0
s3262,Suffragette,Sarah Gavron,"United Kingdom, France",2015,PG-13,107,"Dramas, International Movies",Movie,6.9,41529.0
s3263,The Green Inferno,Eli Roth,"United States, Chile",2013,R,101,"Horror Movies, Independent Movies",Movie,5.3,43149.0
s3265,Earthquake Bird,Wash Westmoreland,"United Kingdom, Japan, United States",2019,R,107,"Dramas, Romantic Movies",Movie,5.9,14154.0
s3268,Guna 369,Arjun Jandyala,India,2019,TV-MA,143,"Action & Adventure, Dramas, International Movies",Movie,6.7,19.0
s3269,House Arrest,"Shashanka Ghosh, Samit Basu",India,2019,TV-14,105,"Comedies, Independent Movies, International Movies",Movie,5.5,1633.0
s3274,Klaus,Sergio Pablos,"Spain, United Kingdom",2019,PG,98,"Children & Family Movies, Comedies",Movie,8.1,141480.0
s3293,To Be of Service,Josh Aronson,United States,2019,TV-MA,88,Documentaries,Movie,7.3,90.0
s3297,Let It Snow,Luke Snellin,United States,2019,PG-13,93,"Comedies, Dramas, LGBTQ Movies",Movie,5.8,21515.0
s3298,Paradise Beach,Xavier Durringer,France,2019,TV-MA,94,"Action & Adventure, Dramas, International Movies",Movie,4.6,2225.0
s3300,U Turn,Pawan Kumar,India,2016,TV-14,121,"International Movies, Thrillers",Movie,7.5,3310.0
s3300,U Turn,Pawan Kumar,India,2016,TV-14,121,"International Movies, Thrillers",Movie,4.3,268.0
s3301,Burning Cane,Phillip Youmans,United States,2019,TV-MA,78,Dramas,Movie,5.5,630.0
s3304,Luccas Neto in: Summer Camp,Lucas Margutti,Brazil,2019,TV-G,87,"Children & Family Movies, Comedies, Music & Musicals",Movie,2.8,52.0
s3306,Seth Meyers: Lobby Baby,Neal Brennan,United States,2019,TV-MA,61,Stand-Up Comedy,Movie,7.4,2542.0
s3309,Tune in for Love,Jung Ji-woo,South Korea,2019,TV-MA,123,"Dramas, International Movies, Romantic Movies",Movie,,
s3310,Undercover Brother 2,Leslie Small,United States,2019,R,85,Comedies,Movie,3.4,670.0
s3312,Minimalism: A Documentary About the Important Things,Matt D'Avella,United States,2016,TV-14,78,Documentaries,Movie,6.7,15656.0
s3316,A Fairly Odd Summer,Savage Steve Holland,United States,2014,TV-Y7,68,"Children & Family Movies, Comedies",Movie,4.0,533.0
s3318,Big Time Movie,Savage Steve Holland,"United States, Canada",2012,TV-PG,68,"Children & Family Movies, Comedies, Music & Musicals",Movie,6.1,1936.0
s3320,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston","United States, South Korea, Japan",2017,TV-PG,81,"Children & Family Movies, Comedies",Movie,7.5,3139.0
s3321,Jinxed,Stephen Herek,"United States, Canada",2013,TV-Y,69,"Children & Family Movies, Comedies",Movie,6.4,1444.0
s3323,"Liar, Liar, Vampire",Vince Marcello,United States,2015,TV-PG,68,"Children & Family Movies, Comedies",Movie,5.8,940.0
s3325,The Massively Mixed-Up Middle School Mystery,Will Eisenberg,United States,2015,TV-Y,40,"Children & Family Movies, Comedies",Movie,7.3,78.0
s3327,A Remarkable Tale,Marina Seresesky,Spain,2019,TV-MA,94,"Comedies, International Movies",Movie,5.3,1159.0
s3330,American Son,Kenny Leon,United States,2019,TV-MA,90,Dramas,Movie,5.8,6904.0
s3332,Christmas in the Heartland,Harvey Lowry,United States,2017,TV-PG,112,Dramas,Movie,5.9,1414.0
s3335,Drive,Tarun Mansukhani,India,2019,TV-14,119,"Action & Adventure, International Movies",Movie,3.7,7559.0
s3336,Fire in Paradise,"Drea Cooper, Zackary Canepari",United States,2019,TV-MA,40,Documentaries,Movie,,
s3338,Holiday in the Wild,Ernie Barbarash,United States,2019,TV-PG,86,"Children & Family Movies, Dramas, Romantic Movies",Movie,6.1,15053.0
s3347,The House of Flowers Presents: The Funeral,Manolo Caro,,2019,TV-MA,36,Movies,Movie,,
s3348,The King,David Michôd,"United Kingdom, Hungary, Australia",2019,R,141,Dramas,Movie,7.3,119020.0
s3349,The Man Without Gravity,Marco Bonfanti,"Italy, Belgium",2019,TV-MA,107,"Dramas, International Movies",Movie,5.8,2485.0
s3354,Zoé: Panoramas,"Rodrigo Guardiola, Gabriel Cruz Rivas",Mexico,2016,TV-MA,89,"Documentaries, International Movies, Music & Musicals",Movie,6.8,77.0
s3355,Grego Rossello: Disculpe las molestias,Juani Libonatti,Argentina,2019,TV-MA,65,Stand-Up Comedy,Movie,4.5,25.0
s3360,Mehandi Circus,Saravana Rajendran,India,2019,TV-MA,126,"Dramas, International Movies, Romantic Movies",Movie,7.4,543.0
s3365,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,United States,2019,TV-14,14,"Documentaries, International Movies",Movie,7.1,1356.0
s3366,A 3 Minute Hug,Everardo González,"Mexico, United States",2019,TV-PG,28,"Documentaries, International Movies",Movie,,
s3367,Little Miss Sumo,Matt Kay,United Kingdom,2018,TV-G,20,"Documentaries, International Movies, Sports Movies",Movie,,
s3373,Dolemite Is My Name,Craig Brewer,United States,2019,R,118,"Comedies, Dramas",Movie,7.2,59836.0
s3375,It Takes a Lunatic,Billy Lyons,"United States, United Kingdom, Germany",2019,TV-MA,127,Documentaries,Movie,6.6,170.0
s3377,My Next Guest with David Letterman and Shah Rukh Khan,Michael Steed,,2019,TV-PG,61,International Movies,Movie,,
s3380,Rattlesnake,Zak Hilditch,United States,2019,TV-MA,86,"Horror Movies, Independent Movies, Thrillers",Movie,4.6,8487.0
s3381,The Awakening of Motti Wolkenbruch,Michael Steiner,Switzerland,2018,TV-MA,94,"Comedies, Dramas, International Movies",Movie,6.6,4255.0
s3385,Revenge of the Pontianak,"Glen Goei, Gavin Yap","Singapore, Malaysia",2019,TV-14,92,"Horror Movies, International Movies",Movie,5.3,267.0
s3387,Dancing with the Birds,Huw Cordey,United States,2019,TV-PG,52,Documentaries,Movie,,
s3389,Jenny Slate: Stage Fright,Gillian Robespierre,United States,2019,TV-MA,67,"Documentaries, Stand-Up Comedy",Movie,5.8,1268.0
s3399,Eli,Ciarán Foy,United States,2019,TV-MA,98,Horror Movies,Movie,5.8,34477.0
s3403,"Love, Surreal and Odd",Yılmaz Erdoğan,Turkey,2017,TV-14,95,"Comedies, International Movies, Romantic Movies",Movie,5.6,3216.0
s3406,Seventeen,Daniel Sánchez Arévalo,Spain,2019,TV-MA,100,"Comedies, Dramas, International Movies",Movie,7.2,3940.0
s3409,Tell Me Who I Am,Ed Perkins,United Kingdom,2019,TV-MA,86,Documentaries,Movie,7.6,14215.0
s3410,The Laundromat,Steven Soderbergh,United States,2019,R,96,"Comedies, Dramas",Movie,6.3,49391.0
s3413,Upstarts,Udai Singh Pawar,India,2019,TV-14,112,"Comedies, Dramas, International Movies",Movie,6.7,860.0
s3414,Verses of Love 2,Guntur Soeharjanto,Indonesia,2017,TV-14,127,"Dramas, Faith & Spirituality, International Movies",Movie,5.9,603.0
s3418,Ghosts of Sugar Land,Bassam Tariq,United States,2019,TV-MA,22,Documentaries,Movie,,
s3420,Park Na-rae: Glamour Warning,Kim Joo-hyung,South Korea,2019,TV-MA,63,Stand-Up Comedy,Movie,,
s3422,Sinister 2,Ciarán Foy,"United States, United Kingdom",2015,R,97,Horror Movies,Movie,5.3,53733.0
s3423,The Game Changers,Louie Psihoyos,United States,2018,TV-MA,86,"Documentaries, Sports Movies",Movie,7.8,19708.0
s3426,Street Flow,"Leïla Sy, Kery James",France,2019,TV-MA,96,"Dramas, International Movies",Movie,6.4,1509.0
s3428,Bygones Be Bygones,Hakan Algül,Turkey,2017,TV-MA,104,"Comedies, International Movies, Romantic Movies",Movie,6.2,3973.0
s3429,El Camino: A Breaking Bad Movie,Vince Gilligan,United States,2019,TV-MA,123,"Dramas, Thrillers",Movie,7.3,216847.0
s3430,Fractured,Brad Anderson,United States,2019,TV-MA,100,Thrillers,Movie,6.4,70860.0
s3433,The Forest of Love,Sion Sono,Japan,2019,TV-MA,151,"Dramas, International Movies, Thrillers",Movie,6.3,2460.0
s3435,The Influence,Dennis Rovira van Boekholt,"Spain, France",2019,TV-MA,102,"Horror Movies, International Movies",Movie,4.5,3639.0
s3439,After,Jenny Gage,United States,2019,PG-13,106,"Dramas, Romantic Movies",Movie,5.2,52180.0
s3442,Deon Cole: Cole Hearted,Ryan Polito,United States,2019,TV-MA,70,Stand-Up Comedy,Movie,6.9,883.0
s3447,Noblemen,Vandana Kataria,India,2019,TV-MA,109,"Dramas, Independent Movies, International Movies",Movie,5.6,274.0
s3449,Brother in Love,Onur Bilgetay,Turkey,2019,TV-MA,110,"Comedies, International Movies, Romantic Movies",Movie,7.1,5778.0
s3451,In the Tall Grass,Vincenzo Natali,"Canada, United States",2019,TV-MA,102,"Horror Movies, Thrillers",Movie,5.4,54391.0
s3452,Kids on the Block,Tugçe Soysop,Turkey,2019,TV-PG,102,"Children & Family Movies, Comedies",Movie,5.7,349.0
s3457,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",United States,2019,TV-Y,24,Children & Family Movies,Movie,5.9,37.0
s3460,Ready to Mingle,Luis Javier Henaine,Mexico,2019,TV-MA,98,"Comedies, International Movies, Romantic Movies",Movie,5.9,2326.0
s3461,Salam - The First ****** Nobel Laureate,Anand Kamalakar,United States,2018,TV-PG,76,Documentaries,Movie,7.8,414.0
s3469,Limitless,Vrinda Samartha,India,2017,TV-PG,59,"Documentaries, International Movies, Sports Movies",Movie,,
s3479,Mo Gilligan: Momentum,Chris Howe,United Kingdom,2019,TV-MA,64,Stand-Up Comedy,Movie,6.3,434.0
s3480,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,,2019,TV-PG,45,"Documentaries, International Movies",Movie,,
s3483,Deliha 2,Gupse Özay,Turkey,2018,TV-PG,102,"Comedies, International Movies",Movie,4.7,2554.0
s3485,In the Shadow of the Moon,Jim Mickle,"United States, Canada",2019,TV-MA,116,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,6.2,49894.0
s3486,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",United States,2019,TV-MA,42,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",Movie,,
s3487,Malaal,Mangesh Hadawale,India,2019,TV-14,133,"Dramas, International Movies, Romantic Movies",Movie,5.9,1036.0
s3491,Birders,Otilia Portillo Padua,"United States, Mexico",2019,TV-G,38,"Documentaries, International Movies",Movie,,
s3495,Inside Man: Most Wanted,Michael J. Bassett,United States,2019,R,106,Action & Adventure,Movie,5.6,3927.0
s3496,Jeff Dunham: Beside Himself,Troy Miller,United States,2019,TV-MA,58,Stand-Up Comedy,Movie,6.9,1077.0
s3497,Manmadhudu 2,Rahul Ravindran,India,2019,TV-MA,152,"Comedies, Dramas, International Movies",Movie,4.8,693.0
s3498,Under the Eiffel Tower,Archie Borders,United States,2018,TV-MA,87,"Comedies, Independent Movies, International Movies",Movie,5.4,992.0
s3501,Between Two Ferns: The Movie,Scott Aukerman,United States,2019,TV-MA,83,Comedies,Movie,6.1,31193.0
s3509,True: Tricky Treat Day,,Canada,2019,TV-Y,24,Children & Family Movies,Movie,,
s3510,Kabir Singh,Sandeep Reddy Vanga,India,2019,TV-MA,171,"Dramas, International Movies, Romantic Movies",Movie,7.2,30949.0
s3512,Avengement,Jesse V. Johnson,United Kingdom,2019,TV-MA,88,Action & Adventure,Movie,6.5,15426.0
s3513,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,United States,2012,TV-MA,76,Stand-Up Comedy,Movie,8.0,1194.0
s3514,Los Tigres del Norte at Folsom Prison,Tom Donahue,United States,2019,TV-PG,64,"Documentaries, International Movies, Music & Musicals",Movie,7.0,170.0
s3517,Oh! Baby,B. V. Nandini Reddy,India,2019,TV-14,157,"Comedies, International Movies, Music & Musicals",Movie,,
s3519,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,United States,2019,TV-MA,65,Documentaries,Movie,4.5,1972.0
s3523,Shanghai Fortress,Teng Huatao,China,2019,TV-14,107,"Dramas, International Movies, Romantic Movies",Movie,4.3,2345.0
s3524,Tall Girl,Nzingha Stewart,United States,2019,TV-PG,103,"Children & Family Movies, Comedies, Romantic Movies",Movie,5.2,23071.0
s3529,Bill Burr: Paper Tiger,Mike Binder,"United States, United Kingdom",2019,TV-MA,67,Stand-Up Comedy,Movie,8.1,10649.0
s3530,Evelyn,Orlando von Einsiedel,United Kingdom,2019,TV-MA,96,"Documentaries, International Movies",Movie,7.2,768.0
s3531,Article 15,Anubhav Sinha,India,2019,TV-MA,125,"Dramas, International Movies, Thrillers",Movie,8.2,32336.0
s3533,Ee Nagaraniki Emaindi,Tharun Bhascker,India,2018,TV-14,133,"Comedies, Independent Movies, International Movies",Movie,7.9,2817.0
s3534,Kill Me If You Dare,Şenol Sönmez,Turkey,2019,TV-14,100,"Comedies, International Movies, Romantic Movies",Movie,4.4,1737.0
s3536,American Factory: A Conversation with the Obamas,,United States,2019,TV-G,10,Documentaries,Movie,,
s3537,Saawan,Farhan Alam,Pakistan,2016,TV-14,128,"Dramas, Independent Movies, International Movies",Movie,7.4,239.0
s3538,Watchman,A. L. Vijay,India,2019,TV-14,93,"Comedies, Dramas, International Movies",Movie,,
s3539,Elena,Petra Costa,"Brazil, United States",2012,TV-MA,81,"Documentaries, International Movies",Movie,7.6,1823.0
s3546,Uncle Naji in UAE,Ahmed Zain,United Arab Emirates,2019,TV-14,95,"Comedies, International Movies",Movie,5.0,59.0
s3548,Back to School,"Rémy Four, Julien War",,2019,TV-MA,84,"Comedies, International Movies",Movie,,
s3550,Mi amigo Alexis,Alejandro Fernández Almendras,Chile,2019,TV-PG,102,"Children & Family Movies, Comedies, Dramas",Movie,5.1,341.0
s3555,Unbridled,Jota Linares,Spain,2018,TV-MA,100,"International Movies, Thrillers",Movie,5.1,498.0
s3556,Falling Inn Love,Roger Kumble,United States,2019,TV-PG,98,"Comedies, Romantic Movies",Movie,5.6,19091.0
s3557,Kardec,Wagner de Assis,Brazil,2019,TV-14,110,"Dramas, Faith & Spirituality, International Movies",Movie,6.1,1501.0
s3558,Travis Scott: Look Mom I Can Fly,White Trash Tyler,United States,2019,TV-MA,85,"Documentaries, Music & Musicals",Movie,6.3,4527.0
s3560,Dave Chappelle: Sticks & Stones,Stan Lathan,United States,2019,TV-MA,66,Stand-Up Comedy,Movie,8.4,25687.0
s3564,Kaake Da Viyah,Rai Yuvraj Bains,India,2019,TV-PG,133,"Comedies, Dramas, International Movies",Movie,5.0,73.0
s3565,Marriage Palace,Sunil Thakur,India,2018,TV-14,135,"Comedies, International Movies",Movie,6.2,180.0
s3566,Mayday Life,Muh Chen,"China, Taiwan",2019,TV-PG,120,"International Movies, Music & Musicals",Movie,6.7,122.0
s3567,Saavat,Saurabh Sinha,India,2019,TV-14,118,"Dramas, Independent Movies, International Movies",Movie,6.6,166.0
s3568,American Factory,"Steven Bognar, Julia Reichert",United States,2019,TV-14,110,Documentaries,Movie,7.4,21415.0
s3573,The Girl Allergic to Wi-Fi,Jun Lana,Philippines,2018,TV-MA,104,"International Movies, Romantic Movies",Movie,6.3,290.0
s3575,Simon Amstell: Set Free,Julia Knowles,United Kingdom,2019,TV-MA,52,Stand-Up Comedy,Movie,6.5,797.0
s3584,Sextuplets,Michael Tiddes,United States,2019,TV-14,100,Comedies,Movie,4.4,8380.0
s3585,Super Monsters Back to School,,Canada,2019,TV-Y,24,Children & Family Movies,Movie,6.2,29.0
s3587,The Little Switzerland,Kepa Sojo,Spain,2019,TV-MA,86,"Comedies, International Movies",Movie,4.8,1245.0
s3594,Uyare,Manu Ashokan,India,2019,TV-14,119,"Dramas, International Movies",Movie,8.1,3522.0
s3595,90 ML,Anita Udeep,India,2019,TV-MA,123,"Comedies, International Movies, Music & Musicals",Movie,3.4,571.0
s3596,Calum von Moger: Unbroken,Vlad Yudin,United States,2019,TV-MA,93,"Documentaries, Sports Movies",Movie,6.3,828.0
s3604,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson",United States,2019,TV-Y7,46,"Children & Family Movies, Comedies, LGBTQ Movies",Movie,6.9,3820.0
s3617,Badla,Sujoy Ghosh,India,2019,TV-14,117,"International Movies, Thrillers",Movie,7.8,27130.0
s3618,Theo Von: No Offense,John Asher,United States,2016,TV-MA,67,Stand-Up Comedy,Movie,5.6,864.0
s3619,Crazy Beautiful You,Mae Czarina Cruz,Philippines,2015,TV-14,114,"Comedies, Dramas, International Movies",Movie,7.2,828.0
s3622,Screwball,Billy Corben,United States,2018,TV-MA,105,"Documentaries, Sports Movies",Movie,7.1,1678.0
s3624,Enter the Anime,Alex Burunova,"United States, Japan",2019,TV-MA,59,"Documentaries, International Movies",Movie,2.6,1627.0
s3626,No One Will Ever Know,Jesús Torres Torres,Mexico,2017,TV-MA,102,"Dramas, International Movies",Movie,6.2,135.0
s3629,Léa & I,Camille Shooshani,,2019,TV-MA,84,Documentaries,Movie,6.5,215.0
s3630,Otherhood,,"United Kingdom, United States",2019,R,101,Comedies,Movie,6.1,11048.0
s3631,Uriyadi 2,Vijay Kumar,India,2019,TV-14,116,"Dramas, International Movies",Movie,7.1,880.0
s3632,Manu,Phanindra Narsetti,India,2018,TV-14,177,"Dramas, Independent Movies, International Movies",Movie,8.0,1073.0
s3635,The Red Sea Diving Resort,Gideon Raff,Canada,2019,TV-MA,130,"Dramas, Thrillers",Movie,6.6,28051.0
s3636,Whitney Cummings: Can I Touch It?,Marcus Raboy,,2019,TV-MA,59,Stand-Up Comedy,Movie,6.5,1732.0
s3638,Boi,Jorge M. Fontana,Spain,2018,TV-MA,111,"Dramas, Independent Movies, International Movies",Movie,,
s3639,Eerie,Mikhail Red,"Philippines, Singapore",2019,TV-14,100,"Horror Movies, International Movies",Movie,4.6,2297.0
s3642,The Son,Sebastián Schindel,Argentina,2019,TV-MA,93,"Dramas, Independent Movies, International Movies",Movie,,
s3644,The Great Hack,"Karim Amer, Jehane Noujaim",United States,2019,TV-MA,114,Documentaries,Movie,7.1,22838.0
s3646,D.L. Hughley: Contrarian,Jay Chapman,United States,2018,TV-MA,58,Stand-Up Comedy,Movie,6.6,606.0
s3647,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",United States,2018,TV-MA,56,Stand-Up Comedy,Movie,7.2,1697.0
s3649,The Midas Touch,Chi Keung Fung,Hong Kong,2013,TV-14,98,"Comedies, International Movies",Movie,5.0,183.0
s3653,"¡Ay, mi madre!",Frank Ariza,Spain,2019,TV-MA,81,"Comedies, International Movies",Movie,3.9,394.0
s3658,Secret Obsession,Peter Sullivan,United States,2019,TV-14,98,Thrillers,Movie,4.4,21011.0
s3659,Mauli,Aditya Sarpotdar,India,2018,TV-14,136,"Action & Adventure, Dramas, International Movies",Movie,5.6,362.0
s3662,Bogda,Nisheeta Keni,India,2018,TV-PG,161,"Dramas, International Movies",Movie,7.2,52.0
s3671,Cities of Last Things,Wi Ding Ho,"Taiwan, China, France, United States",2018,TV-MA,106,"Dramas, Independent Movies, International Movies",Movie,6.2,1615.0
s3673,Kidnapping Stella,Thomas Sieben,Germany,2019,TV-MA,90,"Dramas, International Movies, Thrillers",Movie,4.9,5957.0
s3676,Point Blank,Joe Lynch,"France, United States",2019,TV-MA,87,Action & Adventure,Movie,5.7,14184.0
s3677,The Milk System,Andreas Pichler,"Germany, Italy",2017,TV-14,91,"Documentaries, International Movies",Movie,7.0,525.0
s3679,Parchís: the Documentary,Daniel Arasanz,Spain,2019,TV-14,106,"Documentaries, International Movies, Music & Musicals",Movie,6.8,535.0
s3684,Cristina,Michèle Ohayon,United States,2016,TV-14,40,Documentaries,Movie,,
s3694,Katherine Ryan: Glitter Room,Linda Mendoza,United States,2019,TV-MA,66,Stand-Up Comedy,Movie,6.7,1920.0
s3699,Inhuman Kiss,Sittisiri Mongkolsiri,Thailand,2019,TV-MA,122,"Horror Movies, International Movies, Romantic Movies",Movie,6.4,1717.0
s3700,Romeo Akbar Walter,Robbie Grewal,India,2019,TV-14,141,"Dramas, International Movies, Thrillers",Movie,6.6,5728.0
s3702,Super Deluxe,Thiagarajan Kumararaja,India,2019,TV-MA,176,"Comedies, Dramas, International Movies",Movie,8.4,13680.0
s3704,El testigo,Kate Horne,"Colombia, Peru, United Kingdom",2018,TV-14,73,"Documentaries, International Movies",Movie,8.1,210.0
s3707,La Leyenda del Diamante,Roberto Girault Facha,Mexico,2017,TV-MA,87,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,3.4,48.0
s3712,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Mexico,2019,TV-MA,55,Stand-Up Comedy,Movie,6.1,71.0
s3713,Hikaru Utada Laughter in the Dark Tour 2018,,Japan,2018,TV-PG,141,"International Movies, Music & Musicals",Movie,8.3,81.0
s3716,Mike Epps: Only One Mike,Kevin Bray,United States,2019,TV-MA,63,Stand-Up Comedy,Movie,4.7,295.0
s3718,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Thailand, China, United States",2019,R,96,"Action & Adventure, International Movies",Movie,5.6,11115.0
s3719,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Argentina, United States",2019,TV-MA,113,"Dramas, Independent Movies, International Movies",Movie,6.1,815.0
s3730,Rakkhosh,"Abhijit Kokate, Srivinay Salian",India,2019,TV-MA,116,"Horror Movies, Independent Movies, International Movies",Movie,4.9,184.0
s3731,The Wolf's Call,Antonin Baudry,France,2019,TV-14,116,"Dramas, International Movies, Thrillers",Movie,6.9,17236.0
s3732,Beats,Chris Robinson,United States,2019,TV-MA,110,"Dramas, Independent Movies, Music & Musicals",Movie,6.3,5122.0
s3733,The Edge of Democracy,Petra Costa,Brazil,2019,TV-14,122,"Documentaries, International Movies",Movie,7.2,14605.0
s3734,Adam Devine: Best Time of Our Lives,Jay Karas,United States,2019,TV-MA,59,Stand-Up Comedy,Movie,5.9,946.0
s3735,Cop Car,Jon Watts,United States,2015,R,88,Thrillers,Movie,6.3,32547.0
s3736,Right Here Right Now,Jakob Lass,Germany,2018,TV-MA,91,"Comedies, Dramas, Independent Movies",Movie,5.4,311.0
s3739,Life Overtakes Me,"John Haptas, Kristine Samuelson","Sweden, United States",2019,TV-PG,40,Documentaries,Movie,5.0,45.0
s3740,Luckee,Sanjay Jadhav,India,2019,TV-14,113,"Comedies, International Movies, Romantic Movies",Movie,4.7,44.0
s3741,Pihu,Vinod Kapri,India,2018,TV-14,90,"Dramas, Independent Movies, International Movies",Movie,6.7,2411.0
s3754,Murder Mystery,Kyle Newacheck,United States,2019,PG-13,98,Comedies,Movie,6.0,120532.0
s3758,The 3rd Eye 2,Rocky Soraya,Indonesia,2019,TV-MA,117,"Horror Movies, International Movies",Movie,5.3,586.0
s3760,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,United States,2019,TV-MA,142,"Documentaries, Music & Musicals",Movie,7.6,6550.0
s3762,Belmonte,Federico Veiroj,"Uruguay, Spain, Mexico",2018,TV-MA,74,"Dramas, Independent Movies, International Movies",Movie,6.1,376.0
s3764,Elisa & Marcela,Isabel Coixet,Spain,2019,TV-MA,119,"Dramas, International Movies, LGBTQ Movies",Movie,6.6,4593.0
s3765,I Am Mother,Grant Sputore,Australia,2019,TV-PG,114,"International Movies, Sci-Fi & Fantasy, Thrillers",Movie,6.7,87891.0
s3766,Luka Chuppi,Laxman Utekar,India,2019,TV-PG,125,"Comedies, International Movies, Romantic Movies",Movie,6.3,11162.0
s3767,Pachamama,Juan Antin,"France, Luxembourg, Canada",2019,PG,71,Children & Family Movies,Movie,6.8,848.0
s3769,Stree,Amar Kaushik,India,2018,TV-MA,127,"Comedies, Horror Movies, Independent Movies",Movie,7.6,32814.0
s3772,The Black Godfather,Reginald Hudlin,United States,2019,TV-MA,118,"Documentaries, Music & Musicals",Movie,7.4,1341.0
s3778,Silent,"Limbert Fabian, Brandon Oldenburg",United States,2014,TV-Y,3,"Children & Family Movies, Sci-Fi & Fantasy",Movie,,
s3782,Krutant,Datta Mohan Bhandare,India,2019,TV-14,114,"Dramas, International Movies",Movie,6.4,104.0
s3784,III Smoking Barrels,Sanjib Dey,India,2017,TV-MA,128,"Dramas, Independent Movies, International Movies",Movie,6.6,123.0
s3786,"Oh, Ramona!",Cristina Jacob,Romania,2019,TV-MA,109,"Comedies, International Movies",Movie,4.8,8854.0
s3787,We Are Legends,Daniel Yee Heng Chan,Hong Kong,2019,TV-14,109,"Action & Adventure, International Movies, Sports Movies",Movie,5.1,193.0
s3789,Chopsticks,Sachin Yardi,India,2019,TV-MA,101,"Comedies, Dramas, Independent Movies",Movie,6.5,4689.0
s3791,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,India,2019,TV-MA,103,"Dramas, International Movies",Movie,6.8,635.0
s3792,Pegasus,Han Han,China,2019,TV-MA,98,"Comedies, Dramas, International Movies",Movie,6.3,1727.0
s3794,Svaha: The Sixth Finger,Jang Jae-hyun,South Korea,2019,TV-MA,123,"International Movies, Thrillers",Movie,6.2,3762.0
s3796,After Maria,Nadia Hallgren,United States,2019,TV-PG,38,Documentaries,Movie,,
s3798,Joy,Sudabeh Mortezai,Austria,2019,TV-MA,101,"Dramas, Independent Movies, International Movies",Movie,6.6,1293.0
s3799,Rim of the World,McG,United States,2019,TV-14,99,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Movie,5.2,23651.0
s3801,The Perfection,Richard Shepard,United States,2019,TV-MA,91,"Horror Movies, LGBTQ Movies, Music & Musicals",Movie,6.1,41508.0
s3803,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer",,2019,TV-MA,30,"Comedies, Music & Musicals, Sports Movies",Movie,,
s3804,A Tale of Two Kitchens,Trisha Ziff,"United States, Mexico",2019,TV-PG,30,"Documentaries, International Movies",Movie,6.5,145.0
s3805,The Man Who Feels No Pain,Vasan Bala,India,2018,TV-14,137,"Action & Adventure, Comedies, International Movies",Movie,7.3,7700.0
s3806,Wanda Sykes: Not Normal,Linda Mendoza,United States,2019,TV-MA,66,Stand-Up Comedy,Movie,7.2,1790.0
s3810,Born in Gaza,Hernán Zin,Spain,2014,TV-14,70,"Documentaries, International Movies",Movie,7.4,492.0
s3811,Born in Syria,Hernán Zin,"Denmark, Spain",2016,TV-14,87,"Documentaries, International Movies",Movie,7.7,279.0
s3812,Dying to Tell,Hernán Zin,Spain,2018,TV-MA,88,"Documentaries, International Movies",Movie,6.8,336.0
s3814,Maria,Pedring A. Lopez,Philippines,2019,TV-MA,90,"Action & Adventure, International Movies",Movie,5.0,2032.0
s3815,ReMastered: The Lion's Share,Sam Cullman,,2019,TV-14,84,"Documentaries, Music & Musicals",Movie,6.9,628.0
