Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type,IMDB_Score,IMDB_Votes
s746,Until Midnight,Tariq Alkazim,United Arab Emirates,2019,TV-14,77,"International Movies, Thrillers",Movie,6.9,717.0
s747,Awake,Mark Raso,United States,2021,TV-MA,97,"Dramas, Thrillers",Movie,4.8,20828.0
s748,Confusion Na Wa,Kenneth Gyang,Nigeria,2013,TV-MA,106,"Comedies, Dramas, International Movies",Movie,7.0,38.0
s751,Tragic Jungle,Yulene Olaizola,"Mexico, France, Colombia",2021,TV-MA,97,"Dramas, Independent Movies, International Movies",Movie,5.6,902.0
s753,Vampire Academy,Mark Waters,"United States, United Kingdom",2014,PG-13,104,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Movie,5.4,54190.0
s756,Kitty Love: An Homage to Cats,,Netherlands,2021,TV-G,61,"Children & Family Movies, Documentaries, International Movies",Movie,5.2,445.0
s757,Small Chops,Robert Peters,Nigeria,2020,TV-MA,98,"Dramas, International Movies, Romantic Movies",Movie,2.9,30.0
s763,Sweet & Sour,Lee Kae-byeok,South Korea,2021,TV-14,103,"Comedies, International Movies, Romantic Movies",Movie,6.7,2387.0
s766,Xtreme,Daniel Benmayor,Spain,2021,TV-MA,112,"Action & Adventure, International Movies",Movie,5.8,4273.0
s767,Alan Saldaña: Locked Up,Alex Díaz,Mexico,2021,TV-MA,49,Stand-Up Comedy,Movie,,
s769,Dancing Queens,Helena Bergström,Sweden,2021,TV-MA,111,"Comedies, Dramas, International Movies",Movie,5.6,1672.0
s771,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,2021,TV-14,72,"Documentaries, International Movies, Music & Musicals",Movie,2.3,153.0
s774,The Girl and the Gun,Rae Red,Philippines,2019,TV-MA,78,"Dramas, International Movies, Thrillers",Movie,,
s775,2 Hearts,Lance Hool,United States,2020,PG-13,101,"Dramas, Faith & Spirituality, Romantic Movies",Movie,6.2,3365.0
s776,A Perfect Ending,Nicole Conn,United States,2012,TV-MA,110,"Dramas, Independent Movies, LGBTQ Movies",Movie,5.7,4308.0
s784,Carnaval,Leandro Neri,Brazil,2021,TV-MA,95,"Comedies, International Movies, Music & Musicals",Movie,3.9,885.0
s785,Cloudburst,Thom Fitzgerald,"United States, Canada",2011,TV-MA,93,"Comedies, Dramas, Independent Movies",Movie,7.2,2281.0
s787,Company of Heroes,Don Michael Paul,United States,2013,R,101,"Action & Adventure, Dramas",Movie,,
s791,Dream/Killer,Andrew Jenks,United States,2015,TV-MA,109,Documentaries,Movie,7.4,1938.0
s795,Gold Statue,Tade Ogidan,Nigeria,2019,TV-14,145,"Comedies, Dramas, International Movies",Movie,6.2,52.0
s797,Hostel: Part III,Scott Spiegel,United States,2011,R,88,"Cult Movies, Horror Movies",Movie,,
s801,Mosquita y Mari,Aurora Guerrero,United States,2012,TV-14,85,"Dramas, Independent Movies, LGBTQ Movies",Movie,6.3,918.0
s809,Sniper: Legacy,Don Michael Paul,"United States, Bulgaria",2014,R,98,Action & Adventure,Movie,,
s812,Super Monsters: Once Upon a Rhyme,Steve Ball,,2021,TV-Y,25,Children & Family Movies,Movie,5.8,38.0
s816,The Girl King,Mika Kaurismäki,,2015,TV-MA,106,"Dramas, International Movies, LGBTQ Movies",Movie,5.8,4065.0
s822,The Wedding Guest,Michael Winterbottom,United Kingdom,2018,R,97,"Dramas, Romantic Movies, Thrillers",Movie,5.8,5480.0
s823,The Wind,Emma Tammi,United States,2019,R,88,Horror Movies,Movie,5.5,8078.0
s824,Then Came You,Peter Hutchings,United States,2019,TV-MA,97,"Comedies, Dramas, Independent Movies",Movie,6.9,12356.0
s825,Welcome Home,George Ratliff,United States,2018,R,97,Thrillers,Movie,5.2,7387.0
s827,Bo Burnham: Inside,Bo Burnham,United States,2021,TV-MA,88,Stand-Up Comedy,Movie,8.7,44074.0
s828,One Lagos Night,Ekene Som Mekwunye,,2021,TV-14,103,"Comedies, International Movies",Movie,6.9,15.0
s829,Collateral Beauty,David Frankel,United States,2016,PG-13,97,Dramas,Movie,6.7,99053.0
s835,Blue Miracle,Julio Quintana,United States,2021,TV-PG,97,"Children & Family Movies, Dramas, Faith & Spirituality",Movie,6.6,6432.0
s837,Ghost Lab,Paween Purijitpanya,Thailand,2021,TV-MA,118,"Horror Movies, International Movies, Thrillers",Movie,5.2,1367.0
s839,Soy Rada: Serendipity,Pablo Faro,Argentina,2021,TV-MA,70,Stand-Up Comedy,Movie,6.1,73.0
s841,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,2021,TV-MA,92,"Dramas, International Movies, Sports Movies",Movie,6.1,4296.0
s845,Nail Bomber: Manhunt,Daniel Vernon,,2021,TV-MA,73,"Documentaries, International Movies",Movie,6.3,2086.0
s846,A Place in the Stars,Steve Gukas,,2014,TV-14,110,"Dramas, International Movies, Thrillers",Movie,6.2,19.0
s847,Home,Tim Johnson,United States,2015,PG,94,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie,6.6,100705.0
s851,99 Songs,Vishwesh Krishnamoorthy,India,2021,TV-14,131,"Dramas, International Movies, Music & Musicals",Movie,7.1,2254.0
s854,Army of the Dead,Zack Snyder,United States,2021,R,148,"Action & Adventure, Horror Movies",Movie,5.7,166882.0
s857,Strain,Uduak-Obong Patrick,,2020,TV-MA,107,"Dramas, International Movies",Movie,5.6,25.0
s860,Asmaa,Amr Salama,Egypt,2011,TV-14,92,"Dramas, International Movies",Movie,8.1,4445.0
s861,Hating Peter Tatchell,Christopher Amos,Australia,2020,TV-MA,91,"Documentaries, International Movies, LGBTQ Movies",Movie,7.6,743.0
s866,Sabotage,David Ayer,United States,2014,R,109,"Action & Adventure, Dramas",Movie,5.7,63007.0
s867,Small Town Crime,"Eshom Nelms, Ian Nelms",United States,2017,R,92,Thrillers,Movie,6.6,11167.0
s871,Amy Tan: Unintended Memoir,James Redford,United States,2021,TV-14,101,Documentaries,Movie,7.7,307.0
s872,Sardar Ka Grandson,Kaashvie Nair,India,2021,TV-14,140,"Comedies, Dramas, International Movies",Movie,4.3,4496.0
s873,Sleight,J.D. Dillard,United States,2016,R,89,"Dramas, Independent Movies, Sci-Fi & Fantasy",Movie,5.9,8644.0
s874,Ahaan,Nikhil Pherwani,India,2021,TV-MA,81,"Dramas, Independent Movies, International Movies",Movie,7.0,321.0
s876,Love or Money,Mae Czarina Cruz,,2020,TV-MA,116,"Dramas, International Movies, Romantic Movies",Movie,,
s878,Cinema Bandi,Praveen Kandregula,India,2021,TV-MA,99,"Comedies, Independent Movies, International Movies",Movie,8.0,2416.0
s879,Ferry,Cecilia Verheyden,"Belgium, Netherlands",2021,TV-MA,107,"Dramas, International Movies, Thrillers",Movie,7.0,10748.0
s882,I Am All Girls,Donovan Marsh,South Africa,2021,TV-MA,107,"Dramas, International Movies, Thrillers",Movie,5.9,5704.0
s883,Jungle Beat: The Movie,Brent Dawes,Mauritius,2021,TV-Y7,90,"Children & Family Movies, Comedies",Movie,5.5,983.0
s886,Table Manners,Leli Maki,"Canada, South Africa",2018,TV-MA,104,"Comedies, Dramas, International Movies",Movie,5.1,43.0
s889,The Upshaws - The Afterparty,,,2021,TV-14,32,Comedies,Movie,,
s890,The Woman in the Window,Joe Wright,United States,2021,R,102,"Dramas, Thrillers",Movie,5.7,70886.0
s893,Tottaa Pataaka Item Maal,Aditya Kripalani,India,2018,TV-MA,107,"Dramas, Independent Movies, International Movies",Movie,7.6,8051.0
s894,Wave of Cinema: Filosofi Kopi,Adriano Rudiman,,2020,TV-14,64,"Documentaries, International Movies, Music & Musicals",Movie,,
s895,Dance of the Forty One,David Pablos,"Mexico, Brazil",2021,TV-MA,99,"Dramas, Independent Movies, International Movies",Movie,6.8,4236.0
s896,Oxygen,Alexandre Aja,"France, United States",2021,TV-14,102,"Dramas, International Movies, Thrillers",Movie,6.5,36803.0
s899,Dear Affy,Samuel Olatunji,,2020,TV-14,126,"Comedies, Dramas, International Movies",Movie,,
s900,Illegal Woman,Ramon Térmens,Spain,2020,TV-MA,119,"Dramas, International Movies",Movie,6.2,196.0
s902,Deadly Switch,Svetlana Cvetko,United States,2019,TV-PG,86,"Independent Movies, Thrillers",Movie,4.5,1303.0
s904,Nayattu,Martin Prakkat,India,2021,TV-MA,122,"Dramas, International Movies, Thrillers",Movie,8.1,6780.0
s906,Super Me,Zhang Chong,China,2021,TV-14,104,"Action & Adventure, Dramas, International Movies",Movie,5.8,1527.0
s908,In Our Mothers' Gardens,Shantrelle P. Lewis,United States,2020,TV-MA,85,Documentaries,Movie,8.6,124.0
s910,Milestone,Ivan Ayr,India,2021,TV-14,98,"Dramas, Independent Movies, International Movies",Movie,6.6,613.0
s911,Monster,Anthony Mandler,United States,2021,TV-MA,99,Dramas,Movie,6.5,5574.0
s914,Time to Dance,Stanley Menino D'Costa,India,2020,TV-PG,107,"Dramas, International Movies, Romantic Movies",Movie,2.2,950.0
s915,Unrest,Jennifer Brea,"United Kingdom, United States",2017,TV-MA,97,Documentaries,Movie,7.6,2904.0
s916,And Tomorrow the Entire World,Julia von Heinz,"Germany, France",2020,TV-MA,112,"Dramas, International Movies, Thrillers",Movie,6.0,3095.0
s918,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,2019,TV-MA,109,"Documentaries, Dramas",Movie,6.5,2287.0
s939,Motu Patlu in the Game of Zones,Suhas Kadav,,2019,TV-Y7,87,"Children & Family Movies, Comedies, Music & Musicals",Movie,,
s941,Motu Patlu: Deep Sea Adventure,Suhas Kadav,,2014,TV-Y7,76,"Children & Family Movies, Comedies",Movie,,
s946,Sitting in Limbo,Stella Corradi,United Kingdom,2020,TV-MA,89,"Dramas, International Movies",Movie,,
s954,The Whole Truth,Courtney Hunt,United States,2016,R,93,"Dramas, Thrillers",Movie,5.1,3073.0
s959,Seven,Tosin Igho,,2019,TV-14,113,"Dramas, International Movies",Movie,7.5,29.0
s960,The Disciple,Chaitanya Tamhane,India,2021,TV-MA,128,"Dramas, Independent Movies, International Movies",Movie,7.1,2471.0
s963,The Strangers: Prey at Night,Johannes Roberts,"United States, United Kingdom",2018,R,85,Horror Movies,Movie,5.2,30499.0
s965,Things Heard & Seen,"Robert Pulcini, Shari Springer Berman",,2021,TV-MA,121,"Horror Movies, Thrillers",Movie,5.3,29915.0
s967,Get the Grift,Pedro Antonio,Brazil,2021,TV-MA,95,"Comedies, International Movies",Movie,5.3,722.0
s974,One,Santhosh Viswanath,India,2020,TV-PG,149,"Dramas, International Movies",Movie,6.5,2672.0
s976,Shadow and Bone - The Afterparty,,United States,2021,TV-14,33,"Action & Adventure, Comedies, Dramas",Movie,,
s979,Deliha,Hakan Algül,Turkey,2014,TV-MA,102,"Comedies, International Movies, Romantic Movies",Movie,4.5,4315.0
s984,Heroes: Silence and Rock & Roll,Alexis Morante,Spain,2021,TV-MA,95,"Documentaries, International Movies, Music & Musicals",Movie,7.5,641.0
s985,Kara Bela,Burak Aksak,Turkey,2015,TV-MA,101,"Comedies, International Movies",Movie,6.8,8920.0
s990,My Travel Buddy,Bedran Güzel,Turkey,2017,TV-MA,111,"Comedies, International Movies",Movie,6.1,6656.0
s991,Niyazi Gül Dörtnala,Hakan Algül,Turkey,2015,TV-MA,102,"Comedies, International Movies",Movie,4.5,3170.0
s992,One Like It,Marwan Nabil,Egypt,2020,TV-G,15,"Dramas, Independent Movies, International Movies",Movie,,
s993,Perfume Imaginary Museum “Time Warp”,"MIKIKO, Daito Manabe",,2020,TV-G,54,"International Movies, Music & Musicals",Movie,6.5,23.0
s995,This Lady Called Life,Kayode Kasum,Nigeria,2020,TV-14,120,"Dramas, International Movies, Romantic Movies",Movie,6.8,62.0
s1000,Stowaway,Joe Penna,"Germany, United States",2021,TV-MA,116,"Dramas, International Movies, Thrillers",Movie,5.6,44054.0
s1001,Wild Dog,Ahishor Solomon,,2020,TV-MA,126,"Action & Adventure, International Movies",Movie,6.2,2248.0
s1002,Oloibiri,Curtis Graham,"Canada, Nigeria, United States",2015,TV-14,86,"Dramas, International Movies, Thrillers",Movie,5.1,183.0
s1003,Tell Me When,Gerardo Gatica,Mexico,2021,TV-MA,97,"Comedies, International Movies",Movie,5.7,964.0
s1010,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das",,2020,TV-Y7,87,Children & Family Movies,Movie,,
s1012,Free to Play,,United States,2014,TV-14,76,Documentaries,Movie,7.9,13308.0
s1017,Delhi Belly,Abhinay Deo,India,2011,TV-MA,101,"Action & Adventure, Comedies, International Movies",Movie,7.6,29578.0
s1024,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani",India,2021,TV-MA,142,"Dramas, Independent Movies, International Movies",Movie,6.7,5620.0
s1025,Arlo the Alligator Boy,Ryan Crego,United States,2021,TV-Y7,93,"Children & Family Movies, Comedies, Music & Musicals",Movie,6.5,1079.0
s1027,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,United States,2021,TV-Y,60,Children & Family Movies,Movie,,
s1028,Crimson Peak,Guillermo del Toro,"Canada, United States, Mexico",2015,R,119,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy",Movie,6.5,143899.0
s1029,Dad Stop Embarrassing Me - The Afterparty,,,2021,TV-14,37,Comedies,Movie,,
s1030,Doctor Bello,Tony Abulu,United States,2013,TV-MA,96,"Dramas, International Movies",Movie,4.8,54.0
s1031,Four Sisters Before the Wedding,Mae Czarina Cruz,Philippines,2020,TV-MA,116,"Children & Family Movies, Comedies, Dramas",Movie,6.3,172.0
s1032,Into the Beat,Stefan Westerwelle,Germany,2020,TV-14,102,"Dramas, International Movies, Romantic Movies",Movie,5.3,1313.0
s1034,Rush,Ron Howard,"United Kingdom, Germany, United States",2013,R,123,"Action & Adventure, Dramas, International Movies",Movie,8.1,465254.0
s1035,Synchronic,"Justin Benson, Aaron Moorhead",United States,2020,R,102,Thrillers,Movie,6.2,28617.0
s1036,The Zookeeper's Wife,Niki Caro,"Czech Republic, United Kingdom, United States",2017,PG-13,127,Dramas,Movie,7.0,42808.0
s1040,Dark City Beneath the Beat,TT The Artist,United States,2020,TV-MA,65,"Documentaries, Music & Musicals",Movie,6.7,138.0
s1047,Only Mine,Michael Civille,United States,2019,TV-14,88,Thrillers,Movie,4.6,3013.0
s1051,Ride or Die,Ryuichi Hiroki,Japan,2021,TV-MA,143,"Dramas, International Movies, LGBTQ Movies",Movie,5.5,1808.0
s1067,The Soul,Cheng Wei-hao,"China, Taiwan",2021,TV-MA,130,"Dramas, International Movies, Thrillers",Movie,6.6,2676.0
s1070,Uppena,Buchi Babu Sana,India,2020,TV-14,145,"Dramas, International Movies, Romantic Movies",Movie,,
s1071,Why Did You Kill Me?,Fredrick Munk,United States,2021,TV-MA,84,Documentaries,Movie,5.6,4057.0
s1073,Motu Patlu in the City of Gold,Suhas Kadav,,2018,TV-Y7,77,"Children & Family Movies, Comedies, Music & Musicals",Movie,,
s1074,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Suhas Kadav,,2018,TV-Y7,86,"Children & Family Movies, Music & Musicals",Movie,,
s1075,Motu Patlu the Superheroes – Super Villains from Mars,Suhas Kadav,,2019,TV-Y7,79,Children & Family Movies,Movie,,
s1077,Shiva VS Autobots,Suhas Kadav,,2018,TV-Y7,80,Children & Family Movies,Movie,,
s1079,Shiva: The Secret World Of Vedas City,Suhas Kadav,,2017,TV-Y,78,Children & Family Movies,Movie,,
s1081,New Gods: Nezha Reborn,Zhao Ji,China,2021,TV-14,118,"Action & Adventure, Anime Features, International Movies",Movie,6.8,3045.0
s1086,Night in Paradise,Park Hoon-jung,South Korea,2021,TV-MA,132,"Dramas, International Movies",Movie,6.7,6484.0
s1088,Roohi,Hardik Mehta,India,2021,TV-14,133,"Comedies, Horror Movies, International Movies",Movie,4.4,9912.0
s1089,Thunder Force,Ben Falcone,United States,2021,PG-13,107,"Action & Adventure, Comedies",Movie,4.4,40788.0
s1090,Two Distant Strangers,"Travon Free, Martin Desmond Roe",United States,2021,TV-MA,32,Dramas,Movie,,
s1091,Story of Kale: When Someone's in Love,Angga Dwimas Sasongko,Indonesia,2020,TV-PG,78,"Dramas, International Movies, Romantic Movies",Movie,6.4,270.0
s1093,Dolly Parton: A MusiCares Tribute,,,2021,TV-PG,55,"Documentaries, Music & Musicals",Movie,6.6,226.0
s1097,The Last Kids on Earth: Happy Apocalypse to You,Steve Rolston,,2021,TV-Y7,92,"Children & Family Movies, Comedies",Movie,,
s1098,Coded Bias,Shalini Kantayya,"United States, China, United Kingdom",2020,TV-MA,86,Documentaries,Movie,6.7,2217.0
s1099,Mandela,Madonne Ashwin,India,2021,TV-14,140,"Comedies, Dramas, International Movies",Movie,,
s1100,The Fisherman's Diary,Enah Johnscott,Cameroon,2020,TV-MA,143,"Dramas, International Movies",Movie,6.4,616.0
s1101,What Lies Below,Braden R. Duemmler,United States,2020,TV-MA,88,"Horror Movies, Thrillers",Movie,4.3,8125.0
s1102,Escape from Planet Earth,Cal Brunker,"United States, Canada",2013,PG,89,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie,5.8,25639.0
s1106,Concrete Cowboy,Ricky Staub,"United Kingdom, United States",2021,R,112,"Dramas, Independent Movies",Movie,6.3,8517.0
s1108,God Calling,BB Sasore,Nigeria,2018,TV-MA,120,"Dramas, Faith & Spirituality, International Movies",Movie,,
s1109,Irul,Naseef Yusuf Izuddin,India,2021,TV-MA,91,"International Movies, Thrillers",Movie,5.8,3021.0
s1110,Just Say Yes,"Appie Boudellah, Aram van de Rest",Netherlands,2021,TV-MA,98,"Comedies, International Movies, Romantic Movies",Movie,4.5,1910.0
s1111,Madame Claude,Sylvie Verheyde,France,2021,TV-MA,113,"Dramas, International Movies",Movie,5.4,3282.0
s1116,Ferrari Ki Sawaari,Rajesh Mapuskar,India,2012,TV-PG,133,"Comedies, International Movies, Sports Movies",Movie,6.4,5411.0
s1123,Madam Chief Minister,Subhash Kapoor,India,2020,TV-14,121,"Dramas, International Movies",Movie,4.8,1744.0
s1129,S.W.A.T.: Under Siege,Tony Giglio,United States,2017,R,89,"Action & Adventure, International Movies",Movie,4.5,3524.0
s1134,Sniper: Ghost Shooter,Don Michael Paul,United States,2016,R,99,Action & Adventure,Movie,,
s1138,The Knight and the Princess,Bashir El Deek,"Egypt, Saudi Arabia",2019,TV-PG,96,"Action & Adventure, International Movies, Music & Musicals",Movie,5.9,375.0
s1142,Wazir,Bejoy Nambiar,India,2016,TV-14,98,"Dramas, International Movies, Thrillers",Movie,7.2,18681.0
s1148,Not a Game,Jose Gomez,United Kingdom,2020,TV-MA,98,"Documentaries, International Movies, Sports Movies",Movie,,
s1151,7 Yards: The Chris Norton Story,Jonathon Link,United States,2021,TV-PG,93,Documentaries,Movie,7.8,258.0
s1156,Marked,Nadine Ibrahim,Nigeria,2021,TV-PG,21,"Documentaries, International Movies",Movie,,
s1157,A Week Away,Roman White,United States,2021,TV-PG,98,"Children & Family Movies, Faith & Spirituality, Music & Musicals",Movie,5.7,4465.0
s1158,Bad Trip,,United States,2021,TV-MA,87,Comedies,Movie,6.5,23979.0
s1160,Black Is Beltza,Fermín Muguruza,,2018,TV-MA,87,"Dramas, International Movies",Movie,5.8,292.0
s1163,Keeping the Bees,Eylem Kaftan,Turkey,2020,TV-14,93,"Dramas, International Movies",Movie,5.8,803.0
s1165,Ni de coña,Fernando Ayllón,Spain,2020,TV-MA,97,"Comedies, International Movies",Movie,2.8,377.0
s1166,Pagglait,Umesh Bist,India,2021,TV-PG,114,"Comedies, Dramas, International Movies",Movie,6.9,9133.0
s1168,Caught by a Wave,Massimiliano Camaiti,Italy,2021,TV-14,100,"Dramas, International Movies, Romantic Movies",Movie,5.7,1265.0
s1171,Secret Magic Control Agency,Aleksey Tsitsilin,"Russia, United States",2021,TV-Y7,105,"Children & Family Movies, Comedies",Movie,6.2,3948.0
s1172,Seaspiracy,Ali Tabrizi,United States,2021,TV-14,90,Documentaries,Movie,8.1,29604.0
s1173,Loyiso Gola: Unlearning,Kagiso Lediga,South Africa,2021,TV-MA,60,Stand-Up Comedy,Movie,5.9,202.0
s1177,Any Crybabies Around?,Takuma Sato,Japan,2020,TV-MA,108,"Dramas, International Movies",Movie,6.0,155.0
s1178,Hospital,Brody Chu,Taiwan,2020,TV-MA,90,"Horror Movies, International Movies",Movie,,
s1179,Jiu Jitsu,Dimitri Logothetis,United States,2020,R,102,Action & Adventure,Movie,2.9,8502.0
s1184,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,,2020,TV-G,84,"International Movies, Music & Musicals",Movie,,
s1185,The Yin Yang Master,Li Weiran,China,2021,TV-14,120,"Action & Adventure, International Movies",Movie,,
s1186,Who's the Boss,Chinaza Onuzo,Nigeria,2020,TV-MA,106,"Comedies, International Movies, Romantic Movies",Movie,5.6,36.0
s1188,Deadly Illusions,Anna Elizabeth James,United States,2021,R,115,Thrillers,Movie,,
s1189,Get the Goat,Vitor Brandt,Brazil,2021,TV-14,98,"Action & Adventure, Comedies, International Movies",Movie,6.1,1727.0
s1190,Nate Bargatze: The Greatest Average American,Troy Miller,United States,2021,TV-G,60,Stand-Up Comedy,Movie,7.3,1295.0
s1191,Skylines,Liam O'Donnell,"United Kingdom, United States",2020,R,113,Action & Adventure,Movie,4.7,7971.0
s1193,The Present,Farah Nabulsi,"United Kingdom,",2020,TV-MA,24,"Dramas, International Movies",Movie,,
s1195,Catch.er,Walter Taylaur,Nigeria,2017,TV-14,80,"Dramas, International Movies, Thrillers",Movie,4.5,30.0
s1198,Get on Up,Tate Taylor,"United Kingdom, United States",2014,PG-13,139,"Dramas, Music & Musicals",Movie,6.9,24456.0
s1200,Savages,Oliver Stone,United States,2012,R,131,"Dramas, Thrillers",Movie,6.4,129199.0
s1203,C/O Kaadhal,Hemambar Jasti,India,2021,TV-14,131,"Dramas, International Movies, Romantic Movies",Movie,7.8,339.0
s1205,The Last Blockbuster,Taylor Morden,United States,2020,TV-14,87,Documentaries,Movie,6.7,5350.0
s1208,Audrey,Helena Coan,,2020,TV-14,101,Documentaries,Movie,7.1,1867.0
s1212,Mucize,Mahsun Kırmızıgül,Turkey,2015,TV-14,136,"Dramas, International Movies",Movie,7.7,12395.0
